hsa_nci_id,peak_date,peak_size
All,7/12/2025,1.51
All,7/12/2025,1.4
All,7/12/2025,0.56
All,7/19/2025,1.84
All,7/19/2025,1.58
All,7/19/2025,0.88
All,7/19/2025,0.87
All,7/26/2025,2.38
All,7/26/2025,0.54
All,7/26/2025,1.79
All,7/26/2025,0.77
All,8/2/2025,0.98
All,8/2/2025,0.9
All,8/2/2025,1.3
All,8/2/2025,2.03
All,8/2/2025,2.69
All,8/9/2025,1.59
All,8/9/2025,1.17
All,8/9/2025,3.12
All,8/9/2025,1.62
All,8/16/2025,1.91
All,8/16/2025,2.43
All,8/16/2025,3.45
All,8/23/2025,1.72
All,8/23/2025,1.44
All,8/23/2025,3.61
All,8/23/2025,2.63
All,8/30/2025,2.77
All,8/30/2025,2.81
All,8/30/2025,1.38
All,8/30/2025,2.18
All,8/30/2025,3.45
All,9/6/2025,2.93
All,9/6/2025,2.9
All,9/6/2025,2.49
All,9/6/2025,2.44
All,9/6/2025,2.82
All,9/13/2025,2.49
All,9/13/2025,2.29
All,9/13/2025,2.5
All,9/13/2025,2.46
All,9/20/2025,1.83
All,9/20/2025,1.36
All,9/20/2025,1.77
All,9/20/2025,2.24
All,9/20/2025,1.7
All,9/20/2025,1.84
All,9/27/2025,1.17
All,9/27/2025,1.65
All,9/27/2025,1.3
All,9/27/2025,1.16
All,9/27/2025,1.71
All,10/4/2025,1.32
All,10/4/2025,0.86
All,10/4/2025,1.38
All,10/11/2025,0.83
All,10/11/2025,1.11
All,10/11/2025,1.09
All,10/18/2025,0.89
All,10/18/2025,0.75
All,10/18/2025,0.68
All,10/18/2025,0.82
All,10/25/2025,0.72
All,10/25/2025,0.69
All,10/25/2025,0.62
All,10/25/2025,0.6
All,11/1/2025,0.5
All,11/1/2025,0.61
All,11/1/2025,0.6
All,11/8/2025,0.52
All,11/8/2025,0.59
All,11/15/2025,0.5
All,11/15/2025,0.62
All,11/15/2025,0.58
All,11/22/2025,0.65
All,11/22/2025,0.61
All,11/22/2025,0.75
All,11/29/2025,0.55
All,11/29/2025,0.57
All,11/29/2025,0.68
All,11/29/2025,0.88
All,11/29/2025,0.72
All,12/6/2025,0.99
All,12/6/2025,0.59
All,12/6/2025,0.7
All,12/6/2025,0.79
All,12/13/2025,1.07
All,12/13/2025,0.75
All,12/13/2025,0.92
All,12/13/2025,0.75
All,12/20/2025,0.89
All,12/20/2025,0.69
All,12/20/2025,1.21
All,12/20/2025,1.2
All,12/27/2025,0.95
All,12/27/2025,1.51
All,12/27/2025,1.72
All,12/27/2025,1.31
All,12/27/2025,1.23
All,1/3/2026,1.4
All,1/3/2026,1.75
All,1/3/2026,1.78
All,1/3/2026,2.38
All,1/3/2026,1.6
All,1/10/2026,1.43
All,1/10/2026,1.88
All,1/10/2026,1.85
All,1/10/2026,1.83
All,1/10/2026,1.97
All,1/10/2026,2.55
All,1/17/2026,2.3
All,1/17/2026,1.2
All,1/17/2026,1.71
All,1/17/2026,1.89
All,1/24/2026,1.47
All,1/24/2026,1.66
All,1/24/2026,1.98
All,1/24/2026,1.67
All,1/24/2026,1.52
All,1/31/2026,1.31
All,1/31/2026,1.58
All,1/31/2026,1.46
All,1/31/2026,1.91
All,1/31/2026,1.48
All,2/7/2026,1.52
All,2/7/2026,1.19
All,2/7/2026,1.24
All,2/7/2026,1.76
All,2/7/2026,1.5
All,2/14/2026,1.11
All,2/14/2026,1.39
All,2/14/2026,1.46
All,2/14/2026,1.44
All,2/21/2026,1.38
All,2/21/2026,1.22
All,2/21/2026,1.22
All,2/21/2026,0.81
All,2/28/2026,1.09
All,2/28/2026,1.12
All,2/28/2026,1.14
All,2/28/2026,1.03
All,2/28/2026,1.05
All,3/7/2026,0.61
All,3/7/2026,0.89
All,3/7/2026,1.06
All,3/7/2026,0.76
All,3/14/2026,0.99
All,3/14/2026,0.84
All,3/14/2026,0.72
All,3/14/2026,0.85
All,3/14/2026,0.78
All,3/21/2026,0.77
All,3/21/2026,0.8
All,3/21/2026,0.57
All,3/21/2026,0.83
All,3/21/2026,0.73
All,3/21/2026,0.66
All,3/28/2026,0.59
All,3/28/2026,0.63
All,3/28/2026,0.71
All,3/28/2026,0.71
All,4/4/2026,0.7
All,4/4/2026,0.59
All,4/4/2026,0.63
All,4/11/2026,0.54
All,4/11/2026,0.76
All,4/18/2026,0.69
All,4/25/2026,0.6
All,5/2/2026,0.5
