season,hsa_nci_id,hsa,hsa_counties,geography,peak_date,peak_size
2023-2024,391,"Juneau, WI - Adams, WI","Adams, Juneau",Wisconsin,3/2/2024,2.93
2023-2024,392,"Roscommon, MI - Otsego, MI","Crawford, Otsego, Roscommon",Michigan,3/16/2024,4.24
2023-2024,394,"Dubois, IN",Dubois,Indiana,2/10/2024,9.48
2023-2024,395,"Winneshiek, IA",Winneshiek,Iowa,2/10/2024,6.9
2023-2024,396,"Rice, MN",Rice,Minnesota,3/2/2024,8.36
2023-2024,399,"Jackson, WI",Jackson,Wisconsin,1/13/2024,4.97
2023-2024,4,"Hartford (Hartford), CT - Tolland, CT","Hartford, Tolland, Windham",Connecticut,2/24/2024,2.73
2023-2024,40,"Henderson (Henderson), KY - Union, KY","Henderson, Union",Kentucky,2/24/2024,6.66
2023-2024,400,"Portage, WI",Portage,Wisconsin,2/24/2024,4.37
2023-2024,401,"Boone, IN",Boone,Indiana,2/10/2024,9.05
2023-2024,402,"Montgomery, IN",Montgomery,Indiana,2/10/2024,6.07
2023-2024,403,"Orleans (New Orleans), LA - Jefferson, LA","Jefferson, Orleans, Plaquemines, St. Bernard, St. Charles, St. James, St. John the Baptist",Louisiana,12/23/2023,11.19
2023-2024,405,"Potter (Amarillo), TX - Randall, TX","Armstrong, Briscoe, Carson, Dallam, Donley, Hansford, Hartley, Hutchinson, Moore, Ochiltree, Oldham, Potter, Randall, Sherman, Swisher",Texas,2/10/2024,15.37
2023-2024,406,"Lubbock (Lubbock), TX - Hockley, TX","Bailey, Borden, Cochran, Crosby, Dawson, Dickens, Garza, Hockley, King, Lamb, Lubbock, Lynn, Motley",Texas,12/30/2023,7.34
2023-2024,408,"Harris (Houston), TX - Fort Bend, TX","Austin, Chambers, Fort Bend, Harris, Liberty, Montgomery, San Jacinto, Waller",Texas,12/23/2023,6.6
2023-2024,409,"Forrest, MS - Lamar, MS","Covington, Forrest, Greene, Lamar, Perry",Mississippi,12/23/2023,11.4
2023-2024,41,"Westchester (Yonkers), NY - Dutchess, NY","Dutchess, Putnam, Ulster, Westchester",New York,12/30/2023,6.02
2023-2024,410,"Bexar (San Antonio), TX - Guadalupe, TX","Atascosa, Bandera, Bexar, Frio, Gonzales, Guadalupe, Kendall, La Salle, McMullen, Medina, Wilson, Zavala",Texas,2/3/2024,7.97
2023-2024,411,"Hinds (Jackson), MS - Rankin, MS","Attala, Hinds, Holmes, Leake, Madison, Rankin, Scott, Simpson",Mississippi,12/30/2023,7.91
2023-2024,413,"Jefferson (Beaumont), TX - Orange, TX","Hardin, Jasper, Jefferson, Newton, Orange, Tyler",Texas,12/23/2023,7.96
2023-2024,414,"Tulsa (Tulsa), OK - Rogers, OK","Craig, Creek, Mayes, Ottawa, Rogers, Tulsa",Oklahoma,12/30/2023,4.38
2023-2024,415,"El Paso (El Paso), TX - Hudspeth, TX","Culberson, El Paso, Hudspeth, Loving",Texas,12/23/2023,12.21
2023-2024,416,"Caddo (Shreveport), LA - Bossier, LA","Bossier, Caddo, De Soto, Natchitoches, Red River, Sabine, Webster",Louisiana,12/30/2023,11.51
2023-2024,417,"Oklahoma (Oklahoma City), OK - Canadian, OK","Canadian, Lincoln, Logan, Oklahoma, Pottawatomie",Oklahoma,2/10/2024,4.65
2023-2024,418,"Lee, MS - Monroe, MS","Chickasaw, Itawamba, Lee, Monroe, Prentiss",Mississippi,12/30/2023,7.81
2023-2024,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA","Ascension, East Baton Rouge, East Feliciana, Iberville, Livingston, Pointe Coupee, West Baton Rouge, West Feliciana",Louisiana,12/23/2023,6.73
2023-2024,420,"Wichita (Wichita Falls), TX - Montague, TX","Archer, Baylor, Clay, Knox, Montague, Throckmorton, Wichita, Young",Texas,2/3/2024,10.32
2023-2024,422,"Coahoma, MS - Tallahatchie, MS","Coahoma, Quitman, Tallahatchie",Mississippi,12/23/2023,14.16
2023-2024,423,"Tangipahoa, LA - St. Helena, LA","St. Helena, Tangipahoa",Louisiana,12/23/2023,12.15
2023-2024,424,"Lafayette (Lafayette), LA - Iberia, LA","Acadia, Iberia, Lafayette, St. Martin, Vermilion",Louisiana,12/23/2023,10.21
2023-2024,425,"Travis (Austin), TX - Williamson, TX","Bastrop, Burnet, Lee, Llano, Travis, Williamson",Texas,2/3/2024,5.72
2023-2024,426,"Tom Green (San Angelo), TX - Runnels, TX","Coke, Concho, Crockett, Irion, McCulloch, Menard, Reagan, Runnels, Schleicher, Sterling, Sutton, Tom Green",Texas,2/10/2024,5.69
2023-2024,427,"Hidalgo (Mcallen), TX - Starr, TX","Hidalgo, Starr",Texas,11/18/2023,9.24
2023-2024,428,"Taylor (Abilene), TX - Jones, TX","Callahan, Eastland, Haskell, Jones, Kent, Shackelford, Stephens, Stonewall, Taylor",Texas,2/3/2024,8.16
2023-2024,429,"Garfield (Enid), OK - Kingfisher, OK","Alfalfa, Blaine, Garfield, Grant, Kingfisher, Major, Woods",Oklahoma,2/10/2024,5.41
2023-2024,430,"Cleveland (Norman), OK - McClain, OK","Cleveland, Garvin, McClain, Murray",Oklahoma,2/10/2024,6.75
2023-2024,433,"Victoria (Victoria), TX - Calhoun, TX","Calhoun, DeWitt, Goliad, Jackson, Lavaca, Refugio, Victoria",Texas,11/18/2023,7.35
2023-2024,434,"Tarrant (Fort Worth), TX - Johnson, TX","Hood, Johnson, Parker, Somervell, Tarrant",Texas,2/3/2024,14.07
2023-2024,435,"Concordia, LA - Tensas, LA","Concordia, Tensas",Louisiana,12/30/2023,8.38
2023-2024,437,"Nueces (Corpus Christi), TX - San Patricio, TX","Aransas, Brooks, Duval, Jim Wells, Kenedy, Kleberg, Live Oak, Nueces, San Patricio",Texas,12/30/2023,4.27
2023-2024,439,"Lincoln, LA - Union, LA","Bienville, Jackson, Lincoln, Union",Louisiana,12/30/2023,13.03
2023-2024,441,"Smith (Tyler), TX - Henderson, TX","Henderson, Smith, Van Zandt, Wood",Texas,2/3/2024,8.89
2023-2024,443,"Ouachita (Monroe), LA - Morehouse, LA","Caldwell, East Carroll, Franklin, Morehouse, Ouachita, Richland, West Carroll",Louisiana,12/30/2023,10.79
2023-2024,444,"Ector (Odessa), TX - Reeves, TX","Crane, Ector, Reeves, Ward, Winkler",Texas,1/6/2024,5.15
2023-2024,447,"Nacogdoches, TX - Shelby, TX","Nacogdoches, Sabine, San Augustine, Shelby",Texas,12/30/2023,20.78
2023-2024,449,"Angelina, TX - Walker, TX","Angelina, Polk, Trinity, Walker",Texas,12/23/2023,15.1
2023-2024,45,"Christian (Hopkinsville), KY - Hopkins, KY","Caldwell, Christian, Hopkins, Muhlenberg, Todd, Trigg, Webster",Kentucky,1/6/2024,4.46
2023-2024,450,"Rapides (Alexandria), LA - Avoyelles, LA","Allen, Avoyelles, Catahoula, Grant, La Salle, Rapides",Louisiana,12/23/2023,8.39
2023-2024,451,"Montgomery, KS - Chautauqua, KS","Chautauqua, Elk, Montgomery",Kansas,2/10/2024,5.12
2023-2024,452,"Bell (Killeen), TX - Coryell, TX","Bell, Coryell, Lampasas, Milam",Texas,12/30/2023,4.89
2023-2024,453,"Dallas (Dallas), TX - Collin, TX","Collin, Dallas, Ellis, Hopkins, Hunt, Kaufman, Rains, Rockwall",Texas,2/3/2024,7.64
2023-2024,454,"Gregg (Longview), TX - Rusk, TX","Gregg, Panola, Rusk, Upshur",Texas,12/30/2023,10.49
2023-2024,455,"Jones, MS - Wayne, MS","Jasper, Jones, Smith, Wayne",Mississippi,12/30/2023,9.67
2023-2024,456,"Harrison (Biloxi), MS - Hancock, MS","Hancock, Harrison, Stone",Mississippi,12/30/2023,7.42
2023-2024,458,"Wilbarger, TX - Hardeman, TX","Foard, Hardeman, Wilbarger",Texas,1/27/2024,20.92
2023-2024,459,"Lafayette, MS - Calhoun, MS","Calhoun, Lafayette, Yalobusha",Mississippi,12/30/2023,13.23
2023-2024,46,"Boyd, KY - Greenup, KY","Boyd, Carter, Greenup, Lawrence, Martin",Kentucky,1/6/2024,3.25
2023-2024,460,"Gray, TX - Wheeler, TX","Gray, Hemphill, Roberts, Wheeler",Texas,2/3/2024,6.87
2023-2024,462,"McLennan (Waco), TX - Hill, TX","Bosque, Falls, Hamilton, Hill, Limestone, McLennan",Texas,12/30/2023,6.02
2023-2024,463,"St. Landry, LA - Evangeline, LA","Evangeline, St. Landry",Louisiana,12/30/2023,12.92
2023-2024,464,"Brazos (Bryan), TX - Washington, TX","Brazos, Burleson, Grimes, Robertson, Washington",Texas,12/23/2023,5.99
2023-2024,465,"Titus, TX - Morris, TX","Camp, Franklin, Morris, Titus",Texas,12/30/2023,16.62
2023-2024,467,"Terrebonne (Houma), LA - Lafourche, LA","Assumption, Lafourche, Terrebonne",Louisiana,12/23/2023,11.99
2023-2024,470,"Calcasieu (Lake Charles), LA - Vernon, LA","Beauregard, Calcasieu, Cameron, Jefferson Davis, Vernon",Louisiana,12/23/2023,7.15
2023-2024,471,"Jackson (Pascagoula), MS - George, MS","George, Jackson",Mississippi,12/23/2023,10.34
2023-2024,474,"Carter, OK - Marshall, OK","Carter, Johnston, Love, Marshall",Oklahoma,1/27/2024,14.04
2023-2024,475,"Custer, OK - Washita, OK","Custer, Washita",Oklahoma,2/10/2024,4.03
2023-2024,477,"Pike, MS - Marion, MS","Amite, Marion, Pike, Walthall",Mississippi,11/18/2023,12.11
2023-2024,478,"Pontotoc, OK - Seminole, OK","Coal, Hughes, Pontotoc, Seminole",Oklahoma,1/20/2024,11.06
2023-2024,479,"Palo Pinto, TX - Jack, TX","Jack, Palo Pinto",Texas,2/3/2024,18.48
2023-2024,48,"Frederick, MD",Frederick,Maryland,12/30/2023,7.73
2023-2024,481,"Hale, TX - Castro, TX","Castro, Floyd, Hale",Texas,12/30/2023,8.43
2023-2024,482,"Pontotoc, MS - Union, MS","Pontotoc, Tippah, Union",Mississippi,12/30/2023,16.85
2023-2024,484,"Oktibbeha, MS - Winston, MS","Choctaw, Oktibbeha, Webster, Winston",Mississippi,12/30/2023,9.38
2023-2024,485,"Harrison (Marshall), TX - Cass, TX","Cass, Harrison, Marion",Texas,12/30/2023,9.01
2023-2024,487,"Bolivar, MS - Leflore, MS","Bolivar, Humphreys, Leflore, Sunflower",Mississippi,1/6/2024,6.7
2023-2024,488,"Washington, MS - Sharkey, MS","Issaquena, Sharkey, Washington",Mississippi,12/30/2023,20.63
2023-2024,489,"Navarro, TX - Freestone, TX","Freestone, Navarro",Texas,2/3/2024,10.9
2023-2024,49,"Chittenden (Burlington), VT - Franklin, VT","Addison, Chittenden, Franklin, Grand Isle",Vermont,3/2/2024,5.06
2023-2024,490,"Fayette, TX - Colorado, TX","Colorado, Fayette",Texas,7/1/2023,0.75
2023-2024,491,"Deaf Smith, TX - Parmer, TX","Deaf Smith, Parmer",Texas,2/10/2024,20.99
2023-2024,492,"Midland (Midland), TX - Pecos, TX","Martin, Midland, Pecos, Terrell, Upton",Texas,1/27/2024,11.49
2023-2024,495,"Denton (Denton), TX - Wise, TX","Cooke, Denton, Wise",Texas,2/3/2024,6.9
2023-2024,498,"Alcorn, MS - Tishomingo, MS","Alcorn, Tishomingo",Mississippi,12/30/2023,16.08
2023-2024,5,"Newport News City, VA - Hampton City, VA","Gloucester, Hampton City, James City, Mathews, Newport News City, Poquoson City, Williamsburg City, York",Virginia,12/30/2023,4.12
2023-2024,50,"Randolph, WV - Barbour, WV","Barbour, Pocahontas, Randolph, Tucker",West Virginia,2/24/2024,11.37
2023-2024,500,"St. Tammany (Slidell), LA - Washington, LA","St. Tammany, Washington",Louisiana,12/23/2023,10.15
2023-2024,501,"Leon, TX - Madison, TX","Leon, Madison",Texas,12/30/2023,13.54
2023-2024,502,"Grenada, MS - Montgomery, MS","Carroll, Grenada, Montgomery",Mississippi,1/27/2024,8.59
2023-2024,503,"Nolan, TX - Mitchell, TX","Fisher, Mitchell, Nolan",Texas,2/24/2024,5.62
2023-2024,504,"Jefferson Davis, MS - Lawrence, MS","Jefferson Davis, Lawrence",Mississippi,12/23/2023,13.82
2023-2024,505,"Brazoria (Lake Jackson), TX - Wharton, TX","Brazoria, Matagorda, Wharton",Texas,11/25/2023,9.22
2023-2024,506,"Kerr, TX - Gillespie, TX","Blanco, Edwards, Gillespie, Kerr, Kimble, Mason, Real",Texas,12/30/2023,5.05
2023-2024,507,"Erath, TX - Comanche, TX","Comanche, Erath",Texas,2/3/2024,22.42
2023-2024,508,"Lea, NM",Lea,New Mexico,12/30/2023,15.12
2023-2024,509,"Anderson, TX - Cherokee, TX","Anderson, Cherokee, Houston",Texas,12/30/2023,11.81
2023-2024,51,"Laurel, KY - Whitley, KY","Clay, Knox, Laurel, Whitley",Kentucky,12/30/2023,8.45
2023-2024,510,"Hays (San Marcos), TX - Caldwell, TX","Caldwell, Hays",Texas,12/30/2023,5.58
2023-2024,511,"Lincoln, MS - Copiah, MS","Copiah, Lincoln",Mississippi,12/30/2023,6.31
2023-2024,512,"Childress, TX - Hall, TX","Childress, Cottle, Hall",Texas,1/6/2024,8.47
2023-2024,513,"Bee, TX - Karnes, TX","Bee, Karnes",Texas,12/23/2023,10.27
2023-2024,516,"Maverick, TX - Val Verde, TX","Kinney, Maverick, Val Verde",Texas,12/30/2023,9.08
2023-2024,517,"Comal, TX",Comal,Texas,2/3/2024,5.91
2023-2024,518,"Howard, TX - Glasscock, TX","Glasscock, Howard",Texas,1/6/2024,8.14
2023-2024,520,"Cameron (Brownsville), TX - Willacy, TX","Cameron, Willacy",Texas,11/25/2023,7.68
2023-2024,523,"Claiborne, LA",Claiborne,Louisiana,12/30/2023,22.27
2023-2024,525,"Wilkinson, MS",Wilkinson,Mississippi,12/23/2023,13.39
2023-2024,526,"Brewster, TX - Presidio, TX","Brewster, Jeff Davis, Presidio",Texas,1/6/2024,3.67
2023-2024,528,"St. Mary, LA",St. Mary,Louisiana,12/23/2023,10.2
2023-2024,53,"Barren, KY - Hart, KY","Barren, Hart, Metcalfe, Monroe",Kentucky,12/30/2023,9.92
2023-2024,530,"Winn, LA",Winn,Louisiana,12/16/2023,9.16
2023-2024,531,"Dimmit, TX",Dimmit,Texas,12/23/2023,16.1
2023-2024,532,"Galveston, TX",Galveston,Texas,12/23/2023,7.21
2023-2024,533,"Yazoo, MS",Yazoo,Mississippi,12/23/2023,20.06
2023-2024,536,"Uvalde, TX",Uvalde,Texas,1/6/2024,24.06
2023-2024,538,"Webb (Laredo), TX - Zapata, TX","Jim Hogg, Webb, Zapata",Texas,12/2/2023,9.08
2023-2024,54,"Erie (Buffalo), NY - Monroe, NY","Erie, Genesee, Livingston, Monroe, Niagara, Orleans, Wyoming",New York,12/23/2023,4.88
2023-2024,540,"Hennepin (Minneapolis), MN - Anoka, MN","Anoka, Carver, Hennepin, Le Sueur, McLeod, Scott, Sherburne, Sibley, Wright",Minnesota,2/17/2024,4.15
2023-2024,542,"Douglas (Omaha), NE - Sarpy, NE","Burt, Cass, Colfax, Cuming, Dodge, Douglas, Sarpy, Saunders, Washington",Nebraska,3/2/2024,3.83
2023-2024,545,"Linn (Cedar Rapids), IA - Johnson, IA","Benton, Cedar, Iowa, Johnson, Jones, Linn, Louisa, Washington",Iowa,2/24/2024,4.89
2023-2024,546,"Polk (Des Moines), IA - Dallas, IA","Adair, Clarke, Dallas, Decatur, Jasper, Madison, Marion, Polk, Ringgold, Union, Warren",Iowa,1/6/2024,4.14
2023-2024,547,"Clay, MN - Becker, MN","Becker, Clay, Mahnomen, Norman, Wilkin",Minnesota,2/24/2024,4.39
2023-2024,55,"Wise, VA - Lee, VA","Dickenson, Lee, Norton City, Wise",Virginia,12/30/2023,8.87
2023-2024,551,"Ford, KS - Gray, KS","Clark, Ford, Gray, Hodgeman, Meade",Kansas,2/24/2024,5.25
2023-2024,552,"Howard, IA",Howard,Iowa,1/27/2024,10.29
2023-2024,554,"Shawnee (Topeka), KS - Riley, KS","Brown, Jackson, Jefferson, Nemaha, Osage, Pottawatomie, Riley, Shawnee, Wabaunsee",Kansas,3/2/2024,4.92
2023-2024,555,"Hall, NE - Hamilton, NE","Greeley, Hall, Hamilton, Howard, Merrick",Nebraska,2/24/2024,7.28
2023-2024,556,"Cerro Gordo, IA - Kossuth, IA","Cerro Gordo, Franklin, Hancock, Kossuth, Winnebago, Worth",Iowa,2/24/2024,9.57
2023-2024,557,"Black Hawk (Waterloo), IA - Bremer, IA","Black Hawk, Bremer, Buchanan, Butler, Fayette, Grundy",Iowa,3/2/2024,5.92
2023-2024,56,"Onondaga (Syracuse), NY - Oswego, NY","Cayuga, Onondaga, Oswego",New York,12/30/2023,3.49
2023-2024,560,"Woodbury (Sioux City), IA - Plymouth, IA","Buena Vista, Cherokee, Ida, Monona, Plymouth, Woodbury",Iowa,3/16/2024,5.8
2023-2024,561,"Lancaster (Lincoln), NE - Gage, NE","Butler, Gage, Jefferson, Lancaster, Saline, Seward",Nebraska,3/2/2024,5.49
2023-2024,563,"Union, IL - Alexander, IL","Alexander, Pulaski, Union",Illinois,2/10/2024,7.28
2023-2024,564,"Adams, NE - Clay, NE","Adams, Clay, Nuckolls, Webster",Nebraska,3/2/2024,2.32
2023-2024,565,"Ellis, KS - Rooks, KS","Ellis, Gove, Graham, Logan, Rooks, Trego",Kansas,3/2/2024,4.69
2023-2024,567,"Lyon, KS - Coffey, KS","Chase, Coffey, Greenwood, Lyon",Kansas,2/24/2024,4.94
2023-2024,569,"Saline, KS - Ellsworth, KS","Ellsworth, Lincoln, Ottawa, Saline",Kansas,3/2/2024,0.98
2023-2024,570,"Buffalo, NE - Dawson, NE","Buffalo, Dawson, Franklin, Frontier, Gosper, Kearney, Sherman",Nebraska,2/10/2024,5.03
2023-2024,573,"Blue Earth, MN - Nicollet, MN","Blue Earth, Nicollet, Waseca, Watonwan",Minnesota,1/6/2024,3.43
2023-2024,575,"Finney, KS - Scott, KS","Finney, Hamilton, Haskell, Kearny, Lane, Scott",Kansas,1/13/2024,6.72
2023-2024,576,"Sedgwick (Wichita), KS - Butler, KS","Butler, Cowley, Harvey, Marion, Sedgwick, Sumner",Kansas,2/24/2024,2.75
2023-2024,577,"Madison, NE - Wayne, NE","Antelope, Madison, Pierce, Stanton, Wayne",Nebraska,2/17/2024,4.99
2023-2024,58,"Otsego, NY - Chenango, NY","Chenango, Delaware, Otsego, Schoharie",New York,2/17/2024,4.67
2023-2024,583,"Barton, KS - Pawnee, KS","Barton, Edwards, Pawnee, Rush",Kansas,2/10/2024,7.8
2023-2024,585,"Webster, IA - Humboldt, IA","Humboldt, Pocahontas, Webster",Iowa,12/30/2023,6.49
2023-2024,587,"Seward, KS - Morton, KS","Morton, Seward",Kansas,3/2/2024,7.91
2023-2024,588,"Stearns (St. Cloud), MN - Benton, MN","Benton, Meeker, Morrison, Stearns, Todd",Minnesota,2/24/2024,6.05
2023-2024,589,"Wapello, IA - Mahaska, IA","Jefferson, Keokuk, Mahaska, Monroe, Van Buren, Wapello",Iowa,12/16/2023,4.63
2023-2024,59,"Oneida (Utica), NY - Madison, NY","Herkimer, Madison, Oneida",New York,3/2/2024,3.62
2023-2024,592,"Kandiyohi, MN - Chippewa, MN","Chippewa, Kandiyohi, Lac qui Parle, Swift, Yellow Medicine",Minnesota,12/30/2023,9.09
2023-2024,593,"Lincoln, NE - Keith, NE","Arthur, Hooker, Keith, Lincoln, McPherson, Perkins",Nebraska,2/17/2024,1.38
2023-2024,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA","Audubon, Cass, Harrison, Mills, Pottawattamie, Shelby",Iowa,3/9/2024,6.46
2023-2024,598,"Reno, KS - Rice, KS","Reno, Rice, Stafford",Kansas,2/3/2024,4.2
2023-2024,60,"Raleigh, WV - Fayette, WV","Fayette, Raleigh, Summers, Wyoming",West Virginia,3/2/2024,6.37
2023-2024,601,"Labette, KS - Neosho, KS","Allen, Labette, Neosho, Woodson",Kansas,2/3/2024,8.79
2023-2024,602,"Brown, MN - Renville, MN","Brown, Redwood, Renville",Minnesota,3/2/2024,8.8
2023-2024,603,"Isanti (Cambridge), MN - Mille Lacs, MN","Isanti, Kanabec, Mille Lacs",Minnesota,3/2/2024,7.66
2023-2024,606,"Story, IA - Boone, IA","Boone, Hamilton, Hardin, Story, Wright",Iowa,12/30/2023,3.93
2023-2024,608,"Douglas, MN - Pope, MN","Douglas, Pope, Stevens",Minnesota,2/10/2024,6.42
2023-2024,609,"Lyon, MN - Lincoln, MN","Lincoln, Lyon",Minnesota,1/13/2024,6.59
2023-2024,61,"District of Columbia, DC",District of Columbia,District of Columbia,12/30/2023,4.88
2023-2024,612,"Crow Wing, MN - Cass, MN","Aitkin, Cass, Crow Wing, Hubbard, Wadena",Minnesota,2/17/2024,7.12
2023-2024,618,"Pratt, KS - Kiowa, KS","Comanche, Kiowa, Pratt",Kansas,2/24/2024,1.69
2023-2024,62,"Madison, KY - Rockcastle, KY","Estill, Jackson, Madison, Rockcastle",Kentucky,2/17/2024,7
2023-2024,621,"Wyandotte (Kansas City), KS - Leavenworth, KS","Leavenworth, Wyandotte",Kansas,2/24/2024,3.08
2023-2024,624,"Johnson (Overland Park), KS - Douglas, KS","Anderson, Douglas, Franklin, Johnson, Miami",Kansas,3/2/2024,5.17
2023-2024,625,"Clay, IA - Dickinson, IA","Clay, Dickinson, Palo Alto",Iowa,3/9/2024,3.12
2023-2024,626,"Emmet, IA",Emmet,Iowa,3/16/2024,9.68
2023-2024,628,"Richardson, NE - Pawnee, NE","Pawnee, Richardson",Nebraska,3/9/2024,6.74
2023-2024,63,"Rockingham, VA - Harrisonburg City, VA","Harrisonburg City, Page, Rockingham",Virginia,12/30/2023,9.6
2023-2024,630,"Crawford, KS - Bourbon, KS","Bourbon, Crawford, Linn",Kansas,1/27/2024,5.74
2023-2024,631,"Roseau, MN - Lake of the Woods, MN","Lake of the Woods, Roseau",Minnesota,2/17/2024,5.18
2023-2024,633,"Carroll, IA - Sac, IA","Calhoun, Carroll, Sac",Iowa,2/17/2024,9.06
2023-2024,634,"Floyd, IA - Chickasaw, IA","Chickasaw, Floyd",Iowa,3/16/2024,0.56
2023-2024,637,"Phillips, KS - Norton, KS","Norton, Phillips, Smith",Kansas,2/10/2024,11.38
2023-2024,64,"Atlantic (Atlantic City), NJ - Cape May, NJ","Atlantic, Cape May",New Jersey,12/30/2023,8.82
2023-2024,641,"Scott (Davenport), IA - Muscatine, IA","Muscatine, Scott",Iowa,3/9/2024,6.21
2023-2024,644,"Page, IA - Fremont, IA","Fremont, Page, Taylor",Iowa,3/2/2024,7.35
2023-2024,646,"Freeborn, MN - Faribault, MN","Faribault, Freeborn",Minnesota,1/13/2024,10.66
2023-2024,647,"Montgomery, IA - Adams, IA","Adams, Montgomery",Iowa,3/16/2024,9.84
2023-2024,649,"Appanoose, IA - Davis, IA","Appanoose, Davis",Iowa,3/2/2024,6.37
2023-2024,65,"Steuben, NY - Chemung (Elmira), NY","Chemung, Schuyler, Steuben",New York,2/17/2024,3.27
2023-2024,650,"Geary, KS - Dickinson, KS","Dickinson, Geary, Morris",Kansas,3/2/2024,2.79
2023-2024,651,"Platte, NE - Boone, NE","Boone, Nance, Platte",Nebraska,3/2/2024,4.82
2023-2024,66,"Essex (Newark), NJ - Middlesex, NJ","Essex, Middlesex, Somerset, Union",New Jersey,12/30/2023,6.19
2023-2024,67,"Rowan, KY - Morgan, KY","Elliott, Menifee, Morgan, Rowan",Kentucky,1/27/2024,13.27
2023-2024,671,"Atchison, KS",Atchison,Kansas,3/9/2024,5.23
2023-2024,672,"Sioux, IA",Sioux,Iowa,3/9/2024,5.15
2023-2024,674,"McPherson, KS",McPherson,Kansas,1/27/2024,3.02
2023-2024,679,"Marshall, IA - Tama, IA","Marshall, Tama",Iowa,1/6/2024,9.88
2023-2024,68,"Bristol (New Bedford), MA",Bristol,Massachusetts,12/30/2023,4.49
2023-2024,686,"Poweshiek, IA",Poweshiek,Iowa,1/6/2024,5.84
2023-2024,688,"Denver (Denver), CO - Jefferson, CO","Adams, Arapahoe, Clear Creek, Denver, Douglas, Elbert, Gilpin, Grand, Jefferson, Park, Summit",Colorado,12/30/2023,4.78
2023-2024,689,"Multnomah (Portland), OR - Washington, OR","Clackamas, Clatsop, Columbia, Multnomah, Washington",Oregon,12/30/2023,2.43
2023-2024,69,"Fairfax, VA - Arlington, VA","Alexandria City, Arlington, Fairfax, Fairfax City, Falls Church City, Loudoun",Virginia,12/30/2023,7.66
2023-2024,691,"Yellowstone (Billings), MT - Big Horn, MT","Big Horn, Carbon, Golden Valley, Musselshell, Rosebud, Stillwater, Treasure, Yellowstone",Montana,1/6/2024,9.04
2023-2024,692,"Cascade (Great Falls), MT - Glacier, MT","Cascade, Chouteau, Glacier, Judith Basin, Pondera, Teton, Toole",Montana,12/30/2023,17.51
2023-2024,693,"Bernalillo (Albuquerque), NM - Sandoval, NM","Bernalillo, Cibola, Sandoval, Socorro, Torrance, Valencia",New Mexico,12/30/2023,8.55
2023-2024,694,"Nez Perce, ID - Idaho, ID","Clearwater, Idaho, Lewis, Nez Perce",Idaho,2/24/2024,3.33
2023-2024,695,"Twin Falls, ID - Jerome, ID","Gooding, Jerome, Lincoln, Twin Falls",Idaho,12/30/2023,6.53
2023-2024,696,"Bannock, ID - Bingham, ID","Bannock, Bingham, Caribou, Oneida, Power",Idaho,12/30/2023,4.78
2023-2024,7,"Kanawha (Charleston), WV - Putnam, WV","Boone, Clay, Kanawha, Nicholas, Putnam, Webster",West Virginia,2/17/2024,5.84
2023-2024,70,"Montgomery, VA - Pulaski, VA","Giles, Montgomery, Pulaski, Radford City, Wythe",Virginia,12/30/2023,10.98
