season,hsa_nci_id,hsa,hsa_counties,geography,peak_date,peak_size
2024-2025,108,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean",New Jersey,12/28/2024,1.59
2024-2025,109,"Prince William (Dale City), VA - Fauquier, VA","Fauquier, Manassas City, Manassas Park City, Prince William",Virginia,1/4/2025,0.93
2024-2025,11,"Floyd, KY - Johnson, KY","Floyd, Johnson, Magoffin",Kentucky,4/19/2025,0.95
2024-2025,112,"Berkshire (Pittsfield), MA",Berkshire,Massachusetts,1/4/2025,2
2024-2025,114,"Franklin, KY - Anderson, KY","Anderson, Franklin, Owen",Kentucky,1/4/2025,0.43
2024-2025,115,"Calloway, KY",Calloway,Kentucky,1/11/2025,1.31
2024-2025,116,"Mason, KY - Fleming, KY","Bracken, Fleming, Mason",Kentucky,1/4/2025,1.62
2024-2025,119,"Harrison, KY - Robertson, KY","Harrison, Robertson",Kentucky,11/30/2024,0.37
2024-2025,12,"Massac, IL - Johnson, IL","Johnson, Massac",Illinois,1/4/2025,3.6
2024-2025,121,"Fairfield, CT",Fairfield,Connecticut,12/28/2024,1.57
2024-2025,122,"Rutland, VT",Rutland,Vermont,1/4/2025,2.23
2024-2025,123,"Letcher, KY",Letcher,Kentucky,1/4/2025,3.01
2024-2025,124,"Kent, MD",Kent,Maryland,12/28/2024,2.8
2024-2025,126,"Mercer, NJ",Mercer,New Jersey,1/4/2025,1.15
2024-2025,127,"Cumberland, NJ",Cumberland,New Jersey,12/14/2024,2.47
2024-2025,13,"Pike, KY",Pike,Kentucky,1/11/2025,2.36
2024-2025,131,"Montgomery, KY - Bath, KY","Bath, Montgomery",Kentucky,1/4/2025,1.46
2024-2025,135,"Stafford, VA - Spotsylvania, VA","Caroline, Fredericksburg City, King George, Spotsylvania, Stafford",Virginia,12/21/2024,1.62
2024-2025,136,"Aroostook, ME",Aroostook,Maine,3/22/2025,0.73
2024-2025,14,"Roanoke City, VA - Roanoke, VA","Amherst, Appomattox, Bedford, Bedford City, Botetourt, Campbell, Craig, Floyd, Franklin, Lynchburg City, Roanoke, Roanoke City, Salem City",Virginia,1/4/2025,1.73
2024-2025,141,"Walker, GA - Catoosa, GA","Catoosa, Dade, Walker",Georgia,2/15/2025,0.53
2024-2025,143,"Chatham (Savannah), GA - Liberty, GA","Bryan, Chatham, Effingham, Evans, Liberty, Long, Tattnall",Georgia,11/30/2024,0.67
2024-2025,144,"Dougherty (Albany), GA - Lee, GA","Baker, Calhoun, Clay, Dougherty, Early, Lee, Randolph, Terrell, Worth",Georgia,4/5/2025,0.43
2024-2025,145,"Whitfield, GA - Murray, GA","Murray, Whitfield",Georgia,1/4/2025,1.85
2024-2025,146,"DeSoto, MS - Marshall, MS","Benton, DeSoto, Marshall, Panola, Tate, Tunica",Mississippi,11/23/2024,1.38
2024-2025,147,"Knox (Knoxville), TN - Blount, TN","Blount, Knox, Loudon, McMinn, Meigs, Monroe, Sevier, Union",Tennessee,12/28/2024,1.78
2024-2025,148,"Davidson (Nashville-Davidson), TN - Williamson, TN","Cheatham, Davidson, Dickson, Hickman, Humphreys, Robertson, Williamson",Tennessee,12/21/2024,1.51
2024-2025,149,"Forsyth (Winston-Salem), NC - Surry, NC","Davie, Forsyth, Stokes, Surry, Yadkin",North Carolina,12/28/2024,1.78
2024-2025,151,"Sullivan (Kingsport), TN - Hawkins, TN","Hawkins, Sullivan",Tennessee,12/28/2024,1.05
2024-2025,153,"Fulton (Atlanta), GA - DeKalb, GA","Clayton, DeKalb, Fulton, Gwinnett",Georgia,11/23/2024,0.98
2024-2025,154,"Floyd, GA - Bartow, GA","Bartow, Chattooga, Floyd, Gordon, Polk",Georgia,12/28/2024,1.82
2024-2025,157,"Hall, GA - Habersham, GA","Banks, Dawson, Habersham, Hall, Lumpkin, Towns, Union, White",Georgia,12/28/2024,1.68
2024-2025,16,"Baltimore, MD - Baltimore City, MD","Anne Arundel, Baltimore, Baltimore City, Calvert, Carroll, Howard",Maryland,12/28/2024,1.35
2024-2025,160,"Richland (Columbia), SC - Lexington, SC","Fairfield, Lexington, Newberry, Richland",South Carolina,12/28/2024,1.42
2024-2025,164,"Morgan, GA - Greene, GA","Greene, Morgan",Georgia,12/21/2024,2.16
2024-2025,167,"Mecklenburg (Charlotte), NC - Union, NC","Anson, Mecklenburg, Union",North Carolina,12/28/2024,2.75
2024-2025,168,"New Hanover (Wilmington), NC - Brunswick, NC","Brunswick, New Hanover, Pender",North Carolina,12/28/2024,2.15
2024-2025,169,"Washington (Johnson City), TN - Carter, TN","Carter, Unicoi, Washington",Tennessee,12/28/2024,2.47
2024-2025,17,"Penobscot (Bangor), ME - Hancock, ME","Hancock, Penobscot, Piscataquis, Washington",Maine,1/25/2025,0.9
2024-2025,170,"Durham (Durham), NC - Granville, NC","Durham, Granville, Person, Vance, Warren",North Carolina,12/28/2024,1.83
2024-2025,174,"Ware, GA - Pierce, GA","Bacon, Clinch, Pierce, Ware",Georgia,8/3/2024,0
2024-2025,176,"Orangeburg, SC - Bamberg, SC","Allendale, Bamberg, Calhoun, Orangeburg",South Carolina,8/3/2024,0
2024-2025,178,"Thomas, GA - Mitchell, GA","Grady, Mitchell, Thomas",Georgia,8/3/2024,0
2024-2025,18,"Fayette (Lexington-Fayette), KY - Jessamine, KY","Breathitt, Clark, Fayette, Jessamine, Knott, Lee, Leslie, Owsley, Perry, Powell, Scott, Wolfe, Woodford",Kentucky,12/28/2024,1.64
2024-2025,180,"Lowndes, GA - Brooks, GA","Berrien, Brooks, Cook, Echols, Lanier, Lowndes",Georgia,12/28/2024,1.06
2024-2025,182,"Greenville (Greenville), SC - Anderson, SC","Anderson, Greenville, Oconee, Pickens",South Carolina,1/4/2025,1.39
2024-2025,184,"Florence (Florence), SC - Darlington, SC","Chesterfield, Darlington, Florence, Marlboro, Williamsburg",South Carolina,12/28/2024,1.48
2024-2025,186,"Guilford (Greensboro), NC - Davidson, NC","Davidson, Guilford, Randolph, Rockingham",North Carolina,1/4/2025,3.03
2024-2025,187,"Laurens, SC - Greenwood, SC","Abbeville, Greenwood, Laurens, McCormick, Saluda",South Carolina,12/28/2024,2.37
2024-2025,188,"Madison (Jackson), TN - Gibson, TN","Chester, Crockett, Decatur, Gibson, Hardeman, Haywood, Henderson, Madison",Tennessee,12/14/2024,2.63
2024-2025,189,"Tift, GA - Ben Hill, GA","Ben Hill, Irwin, Tift, Turner",Georgia,12/28/2024,1.92
2024-2025,19,"Broome (Binghamton), NY - Tioga, NY","Broome, Tioga",New York,2/1/2025,1.29
2024-2025,190,"Cobb (Marietta), GA",Cobb,Georgia,11/30/2024,1.65
2024-2025,191,"Polk, NC",Polk,North Carolina,3/22/2025,2.01
2024-2025,192,"Iredell (Statesville), NC - Alexander, NC","Alexander, Iredell",North Carolina,1/4/2025,1.48
2024-2025,193,"Bibb (Macon), GA - Houston, GA","Bibb, Bleckley, Crawford, Houston, Jones, Monroe, Peach, Pulaski, Taylor, Twiggs, Wilkinson",Georgia,11/23/2024,0.66
2024-2025,194,"Watauga, NC - Ashe, NC","Ashe, Watauga",North Carolina,2/1/2025,2.09
2024-2025,195,"Pitt, NC - Beaufort, NC","Beaufort, Hyde, Martin, Pitt, Tyrrell, Washington",North Carolina,12/28/2024,4.62
2024-2025,196,"Sumter, SC - Clarendon, SC","Clarendon, Lee, Sumter",South Carolina,11/30/2024,1.4
2024-2025,197,"Sumter, GA - Crisp, GA","Crisp, Dooly, Macon, Sumter, Wilcox",Georgia,11/16/2024,0.21
2024-2025,198,"Wake (Raleigh), NC - Johnston, NC","Franklin, Johnston, Wake, Wilson",North Carolina,12/28/2024,1.92
2024-2025,199,"Marion, SC - Dillon, SC","Dillon, Marion",South Carolina,11/30/2024,2.41
2024-2025,2,"Kenton (Covington), KY - Campbell, KY","Boone, Campbell, Gallatin, Grant, Kenton, Pendleton",Kentucky,1/4/2025,0.64
2024-2025,20,"New London, CT",New London,Connecticut,1/11/2025,0.76
2024-2025,203,"Orange (Chapel Hill), NC - Harnett, NC","Chatham, Harnett, Lee, Orange",North Carolina,1/4/2025,1.2
2024-2025,204,"Spalding (Griffin), GA - Butts, GA","Butts, Spalding",Georgia,11/30/2024,2.1
2024-2025,205,"Moore, NC - Richmond, NC","Hoke, Montgomery, Moore, Richmond",North Carolina,1/4/2025,1.79
2024-2025,206,"Laurens, GA - Toombs, GA","Dodge, Johnson, Laurens, Montgomery, Telfair, Toombs, Treutlen, Wheeler",Georgia,11/23/2024,0.56
2024-2025,207,"Robeson, NC - Columbus, NC","Bladen, Columbus, Robeson, Scotland",North Carolina,12/28/2024,1.9
2024-2025,208,"Maury, TN - Giles, TN","Giles, Lewis, Marshall, Maury",Tennessee,12/7/2024,2.64
2024-2025,209,"Jackson, NC - Macon, NC","Graham, Jackson, Macon, Swain",North Carolina,3/1/2025,1.3
2024-2025,21,"Ontario (Geneva), NY - Wayne, NY","Ontario, Seneca, Wayne, Yates",New York,1/4/2025,1.23
2024-2025,211,"Rutherford (Murfreesboro), TN - Warren, TN","Cannon, DeKalb, Rutherford, Van Buren, Warren",Tennessee,1/4/2025,1.41
2024-2025,212,"Charleston (Charleston), SC - Berkeley, SC","Berkeley, Charleston, Colleton, Dorchester, Hampton",South Carolina,12/14/2024,0.94
2024-2025,214,"Nash, NC - Halifax, NC","Edgecombe, Halifax, Nash, Northampton",North Carolina,12/21/2024,2.06
2024-2025,215,"Putnam, TN - White, TN","Clay, Jackson, Overton, Pickett, Putnam, White",Tennessee,1/4/2025,2.28
2024-2025,216,"Stephens, GA - Hart, GA","Franklin, Hart, Stephens",Georgia,12/7/2024,0.85
2024-2025,217,"Hamblen (Morristown), TN - Jefferson, TN","Grainger, Hamblen, Hancock, Jefferson",Tennessee,1/4/2025,0.66
2024-2025,218,"Gaston (Gastonia), NC - Cleveland, NC","Cleveland, Gaston, Lincoln, Rutherford",North Carolina,12/28/2024,1.67
2024-2025,22,"Middlesex, MA - Suffolk (Boston), MA","Barnstable, Dukes, Middlesex, Nantucket, Norfolk, Plymouth, Suffolk",Massachusetts,12/21/2024,1.37
2024-2025,220,"Jasper, GA",Jasper,Georgia,11/23/2024,1.39
2024-2025,222,"Bulloch, GA - Emanuel, GA","Bulloch, Candler, Emanuel, Screven",Georgia,12/21/2024,1.77
2024-2025,223,"Cumberland, TN - Fentress, TN","Bledsoe, Cumberland, Fentress",Tennessee,1/4/2025,1.49
2024-2025,225,"Buncombe (Asheville), NC - Henderson, NC","Buncombe, Haywood, Henderson, Madison, Transylvania",North Carolina,1/4/2025,0.94
2024-2025,226,"Anderson (Oak Ridge), TN - Roane, TN","Anderson, Campbell, Morgan, Rhea, Roane",Tennessee,12/28/2024,0.94
2024-2025,228,"Decatur, GA - Seminole, GA","Decatur, Miller, Seminole",Georgia,12/14/2024,1.04
2024-2025,229,"Catawba (Hickory), NC - Burke, NC","Burke, Caldwell, Catawba",North Carolina,2/8/2025,1.38
2024-2025,23,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem",New Jersey,12/28/2024,0.95
2024-2025,230,"Wayne, GA - Appling, GA","Appling, Wayne",Georgia,11/2/2024,0.62
2024-2025,231,"Sumner (Hendersonville), TN - Wilson, TN","Macon, Smith, Sumner, Trousdale, Wilson",Tennessee,12/21/2024,1.69
2024-2025,232,"Lawrence, TN - Wayne, TN","Lawrence, Perry, Wayne",Tennessee,1/4/2025,3.08
2024-2025,234,"Montgomery (Clarksville), TN - Stewart, TN","Houston, Montgomery, Stewart",Tennessee,11/30/2024,0.99
2024-2025,235,"Cabarrus (Concord), NC - Rowan, NC","Cabarrus, Rowan, Stanly",North Carolina,12/28/2024,3.41
2024-2025,236,"Coffee, GA - Jeff Davis, GA","Atkinson, Coffee, Jeff Davis",Georgia,8/3/2024,0
2024-2025,238,"Wayne, NC - Lenoir, NC","Duplin, Greene, Lenoir, Wayne",North Carolina,12/21/2024,2.13
2024-2025,239,"Coffee, TN - Franklin, TN","Coffee, Franklin, Grundy, Moore",Tennessee,1/4/2025,2.6
2024-2025,240,"Yancey, NC - Avery, NC","Avery, Mitchell, Yancey",North Carolina,1/4/2025,2.66
2024-2025,242,"Onslow, NC - Craven, NC","Carteret, Craven, Jones, Onslow, Pamlico",North Carolina,12/28/2024,2.85
2024-2025,243,"Hertford, NC - Bertie, NC","Bertie, Chowan, Gates, Hertford",North Carolina,12/28/2024,4.18
2024-2025,244,"York (Rock Hill), SC - Chester, SC","Chester, York",South Carolina,12/28/2024,1.37
2024-2025,245,"Hardin, TN - McNairy, TN","Hardin, McNairy",Tennessee,12/28/2024,2.05
2024-2025,246,"Horry, SC - Georgetown, SC","Georgetown, Horry",South Carolina,11/30/2024,1.18
2024-2025,248,"Dyer, TN - Lauderdale, TN","Dyer, Lake, Lauderdale",Tennessee,12/14/2024,3.83
2024-2025,249,"Lancaster, SC - Kershaw, SC","Kershaw, Lancaster",South Carolina,12/28/2024,1.13
2024-2025,25,"Frederick, VA - Shenandoah, VA","Clarke, Frederick, Shenandoah, Warren, Winchester City",Virginia,1/4/2025,3.02
2024-2025,250,"Washington, GA - Jefferson, GA","Jefferson, Washington",Georgia,8/3/2024,0
2024-2025,252,"Greene, TN - Cocke, TN","Cocke, Greene",Tennessee,12/21/2024,1.1
2024-2025,253,"Elbert, GA - Wilkes, GA","Elbert, Wilkes",Georgia,11/16/2024,0.59
2024-2025,256,"Wilkes, NC",Wilkes,North Carolina,2/22/2025,0.56
2024-2025,258,"Cherokee, NC - Clay, NC","Cherokee, Clay",North Carolina,2/15/2025,0.96
2024-2025,260,"Bedford, TN",Bedford,Tennessee,1/11/2025,3.12
2024-2025,261,"McDowell, NC",McDowell,North Carolina,2/15/2025,2.54
2024-2025,262,"Cumberland (Fayetteville), NC - Sampson, NC","Cumberland, Sampson",North Carolina,1/4/2025,1.83
2024-2025,263,"Scott, TN",Scott,Tennessee,9/7/2024,2.24
2024-2025,264,"Pasquotank, NC - Dare, NC","Camden, Dare, Pasquotank, Perquimans",North Carolina,1/11/2025,2.2
2024-2025,267,"Alamance, NC",Alamance,North Carolina,1/4/2025,3.88
2024-2025,269,"Upson, GA - Lamar, GA","Lamar, Pike, Upson",Georgia,12/7/2024,1.28
2024-2025,27,"Boyle, KY - Lincoln, KY","Boyle, Casey, Garrard, Lincoln, Mercer",Kentucky,12/21/2024,3.36
2024-2025,271,"Grand Traverse, MI - Manistee, MI","Antrim, Benzie, Grand Traverse, Kalkaska, Leelanau, Manistee",Michigan,2/22/2025,0.8
2024-2025,272,"Jefferson (Louisville), KY - Bullitt, KY","Bullitt, Henry, Jefferson, Marion, Nelson, Oldham, Shelby, Spencer, Washington",Kentucky,1/4/2025,2.14
2024-2025,273,"Wabash, IL",Wabash,Illinois,12/28/2024,2.34
2024-2025,274,"Wayne (Detroit), MI - Oakland, MI","Macomb, Oakland, Wayne",Michigan,12/28/2024,1.94
2024-2025,275,"Marion (Indianapolis), IN - Johnson, IN","Hendricks, Johnson, Marion, Morgan, Putnam, Rush, Shelby",Indiana,12/28/2024,0.68
2024-2025,277,"Peoria (Peoria), IL - Tazewell, IL","Fulton, Marshall, Mason, Peoria, Tazewell",Illinois,1/4/2025,3.46
2024-2025,278,"Brown (Green Bay), WI - Oconto, WI","Brown, Door, Kewaunee, Oconto",Wisconsin,2/8/2025,2.18
2024-2025,279,"Champaign (Champaign), IL - Coles, IL","Champaign, Coles, Cumberland, Douglas, Ford",Illinois,1/4/2025,1.82
2024-2025,280,"Milwaukee (Milwaukee), WI - Waukesha, WI","Milwaukee, Ozaukee, Washington, Waukesha",Wisconsin,1/4/2025,0.91
2024-2025,282,"Marathon (Wausau), WI - Wood, WI","Clark, Lincoln, Marathon, Taylor, Wood",Wisconsin,3/1/2025,2.05
2024-2025,284,"Gogebic, MI - Ontonagon, MI","Gogebic, Ontonagon",Michigan,3/1/2025,2.6
2024-2025,285,"Ingham (Lansing), MI - Eaton, MI","Clinton, Eaton, Ingham, Shiawassee",Michigan,1/25/2025,1.08
2024-2025,286,"Ramsey (St. Paul), MN - Dakota, MN","Chisago, Dakota, Ramsey, Washington",Minnesota,12/28/2024,1.14
2024-2025,287,"Cook (Chicago), IL - DuPage, IL","Cook, DuPage, Lake, McHenry",Illinois,12/28/2024,1.59
2024-2025,289,"St. Louis (Duluth), MN - Itasca, MN","Carlton, Cook, Itasca, Koochiching, Lake, Pine, St. Louis",Minnesota,2/22/2025,2.14
2024-2025,29,"Warren, KY - Logan, KY","Allen, Butler, Edmonson, Logan, Simpson, Warren",Kentucky,12/28/2024,4.28
2024-2025,290,"Allamakee, IA",Allamakee,Iowa,2/22/2025,6.06
2024-2025,291,"Winnebago (Rockford), IL - Ogle, IL","Boone, Lee, Ogle, Winnebago",Illinois,1/4/2025,2.34
2024-2025,293,"Marquette, MI - Delta, MI","Alger, Delta, Luce, Marquette, Schoolcraft",Michigan,3/8/2025,1.54
2024-2025,294,"Chippewa, MI - Emmet, MI","Charlevoix, Cheboygan, Chippewa, Emmet, Mackinac",Michigan,2/8/2025,1.7
2024-2025,296,"Muskegon (Muskegon), MI - Newaygo, MI","Mason, Muskegon, Newaygo, Oceana",Michigan,2/15/2025,1.23
2024-2025,297,"St. Clair (Port Huron), MI - Sanilac, MI","Sanilac, St. Clair",Michigan,2/22/2025,2.29
2024-2025,298,"Eau Claire (Eau Claire), WI - Chippewa, WI","Buffalo, Chippewa, Dunn, Eau Claire, Pepin",Wisconsin,2/15/2025,1.71
2024-2025,299,"Madison (Alton), IL - Jersey, IL","Bond, Calhoun, Jersey, Madison",Illinois,1/4/2025,1.31
2024-2025,3,"Sussex, DE - Kent, DE","Kent, Sussex",Delaware,12/28/2024,2.62
2024-2025,30,"Alleghany Cnty & Clifton Forge Cty, VA - Covington City, VA","Alleghany Cnty and Clifton Forge Cty, Bath, Covington City",Virginia,1/4/2025,4.19
2024-2025,300,"Tippecanoe (Lafayette), IN - Clinton, IN","Benton, Carroll, Clinton, Tippecanoe, White",Indiana,1/4/2025,2.59
2024-2025,301,"Dane (Madison), WI - Sauk, WI","Columbia, Dane, Grant, Iowa, Marquette, Richland, Sauk",Wisconsin,1/25/2025,1.31
2024-2025,302,"Stephenson, IL - Jo Daviess, IL","Jo Daviess, Stephenson",Illinois,1/25/2025,4.57
2024-2025,303,"Will (Joliet), IL - Grundy, IL","Grundy, Will",Illinois,12/28/2024,1.96
2024-2025,304,"Allen (Fort Wayne), IN - Noble, IN","Allen, De Kalb, LaGrange, Noble, Steuben, Whitley",Indiana,1/4/2025,1.3
2024-2025,305,"Macon (Decatur), IL - Shelby, IL","Macon, Moultrie, Piatt, Shelby",Illinois,10/19/2024,0.87
2024-2025,306,"Winnebago (Oshkosh), WI - Fond du Lac, WI","Dodge, Fond du Lac, Green Lake, Waushara, Winnebago",Wisconsin,2/8/2025,1.65
2024-2025,307,"Rock Island (Moline), IL - Henry, IL","Henry, Mercer, Rock Island, Stark",Illinois,12/28/2024,1.56
2024-2025,308,"Lake (Gary), IN - Porter, IN","Jasper, Lake, Newton, Porter",Indiana,12/21/2024,1.88
2024-2025,309,"Kent (Grand Rapids), MI - Ionia, MI","Gratiot, Ionia, Kent, Mecosta, Montcalm",Michigan,1/4/2025,1.09
2024-2025,31,"Monongalia, WV - Marion, WV","Marion, Monongalia, Preston, Taylor",West Virginia,3/15/2025,2.13
2024-2025,310,"Crawford, IL - Lawrence, IL","Crawford, Lawrence",Illinois,2/8/2025,3.03
2024-2025,312,"St. Joseph (South Bend), IN - Marshall, IN","Fulton, Marshall, Pulaski, St. Joseph",Indiana,12/28/2024,1.2
2024-2025,313,"Bartholomew, IN - Jackson, IN","Bartholomew, Decatur, Jackson, Jennings",Indiana,1/4/2025,2.7
2024-2025,314,"Washburn, WI - Burnett, WI","Burnett, Washburn",Wisconsin,2/15/2025,1.27
2024-2025,315,"Dickinson, MI - Menominee, MI","Dickinson, Iron, Menominee",Michigan,2/22/2025,3.13
2024-2025,316,"Perry, IN",Perry,Indiana,2/1/2025,1.92
2024-2025,317,"Wexford, MI - Osceola, MI","Lake, Missaukee, Osceola, Wexford",Michigan,1/25/2025,2.15
2024-2025,318,"Sangamon (Springfield), IL - Christian, IL","Brown, Cass, Christian, Logan, McDonough, Menard, Sangamon, Schuyler",Illinois,1/4/2025,2.19
2024-2025,319,"Morgan, IL - Greene, IL","Greene, Morgan, Scott",Illinois,1/4/2025,2.94
2024-2025,32,"Hampden (Springfield), MA - Hampshire, MA","Hampden, Hampshire",Massachusetts,12/28/2024,4.29
2024-2025,320,"Ottawa (Holland), MI - Allegan, MI","Allegan, Ottawa",Michigan,1/25/2025,1.4
2024-2025,321,"Dearborn, IN - Jefferson (Madison), IN","Dearborn, Jefferson, Ohio, Ripley, Switzerland",Indiana,1/4/2025,1.29
2024-2025,322,"Saginaw (Saginaw), MI - Tuscola, MI","Huron, Saginaw, Tuscola",Michigan,2/1/2025,1.89
2024-2025,323,"Delaware (Muncie), IN - Randolph, IN","Blackford, Delaware, Randolph",Indiana,1/4/2025,3.83
2024-2025,324,"Knox, IL - Warren, IL","Knox, Warren",Illinois,2/1/2025,2.83
2024-2025,325,"St. Clair (Belleville), IL - Clinton, IL","Clinton, Monroe, Randolph, St. Clair",Illinois,1/4/2025,1.45
2024-2025,326,"Rock (Janesville), WI - Green, WI","Green, Lafayette, Rock",Wisconsin,1/4/2025,1.59
2024-2025,327,"Berrien (Benton Harbor), MI - Van Buren, MI","Berrien, Cass, Van Buren",Michigan,1/11/2025,0.57
2024-2025,328,"Genesee (Flint), MI - Lapeer, MI","Genesee, Lapeer",Michigan,2/1/2025,1.31
2024-2025,329,"Lawrence, IN - Orange, IN","Lawrence, Orange",Indiana,8/3/2024,0
2024-2025,33,"Henrico (Richmond), VA - Chesterfield, VA","Amelia, Charles City, Charlotte, Chesterfield, Colonial Heights City, Cumberland, Essex, Goochland, Hanover, Henrico, King William, King and Queen, Lancaster, Middlesex, New Kent, Northumberland, Nottoway, Powhatan, Prince Edward, Richmond, Richmond City, Westmoreland",Virginia,11/30/2024,0.88
2024-2025,330,"Midland (Midland), MI - Isabella, MI","Clare, Gladwin, Isabella, Midland",Michigan,2/22/2025,1.86
2024-2025,331,"Williamson, IL - Jackson, IL","Franklin, Jackson, Perry, Williamson",Illinois,1/4/2025,2.43
2024-2025,332,"Huntington, IN - Adams, IN","Adams, Huntington, Jay, Wells",Indiana,11/30/2024,3.81
2024-2025,333,"Vermilion, IL - Edgar, IL","Edgar, Vermilion",Illinois,12/28/2024,2.65
2024-2025,334,"Macoupin, IL - Montgomery, IL","Macoupin, Montgomery",Illinois,1/4/2025,2.72
2024-2025,335,"Jefferson, IL - Wayne, IL","Jefferson, Wayne",Illinois,2/15/2025,2.14
2024-2025,336,"La Salle, IL - Livingston, IL","Bureau, La Salle, Livingston, Putnam",Illinois,12/28/2024,2.37
2024-2025,338,"McLean (Bloomington), IL - Woodford, IL","De Witt, McLean, Woodford",Illinois,1/4/2025,1.88
2024-2025,339,"Floyd (New Albany), IN - Harrison, IN","Crawford, Floyd, Harrison, Washington",Indiana,12/28/2024,1.57
2024-2025,341,"Monroe (Bloomington), IN - Greene, IN","Brown, Greene, Monroe, Owen",Indiana,2/15/2025,1.72
2024-2025,342,"Bay (Bay City), MI - Iosco, MI","Arenac, Bay, Iosco, Ogemaw, Oscoda",Michigan,2/1/2025,1.97
2024-2025,343,"Kankakee (Kankakee), IL - Iroquois, IL","Iroquois, Kankakee",Illinois,12/28/2024,3.17
2024-2025,344,"Outagamie (Appleton), WI - Waupaca, WI","Outagamie, Waupaca",Wisconsin,2/15/2025,0.88
2024-2025,348,"Kalamazoo (Kalamazoo), MI - St. Joseph, MI","Kalamazoo, St. Joseph",Michigan,1/25/2025,0.41
2024-2025,349,"Elkhart (Elkhart), IN - Kosciusko, IN","Elkhart, Kosciusko",Indiana,12/28/2024,1.82
2024-2025,35,"Cattaraugus, NY - Allegany, NY","Allegany, Cattaraugus",New York,2/15/2025,1.69
2024-2025,350,"Clayton, IA - Delaware, IA","Clayton, Delaware",Iowa,3/15/2025,2.45
2024-2025,351,"Richland, IL - Clay, IL","Clay, Edwards, Jasper, Richland",Illinois,3/1/2025,2.67
2024-2025,353,"Adams, IL - Pike, IL","Adams, Pike",Illinois,12/28/2024,0.84
2024-2025,355,"Sheboygan (Sheboygan), WI - Manitowoc, WI","Calumet, Manitowoc, Sheboygan",Wisconsin,2/8/2025,2.14
2024-2025,357,"Ashland, WI - Sawyer, WI","Ashland, Bayfield, Price, Sawyer",Wisconsin,2/22/2025,2.45
2024-2025,358,"Marion, IL - Washington, IL","Marion, Washington",Illinois,2/15/2025,1.94
2024-2025,359,"Houghton, MI - Baraga, MI","Baraga, Houghton, Keweenaw",Michigan,2/8/2025,0.87
2024-2025,36,"Bergen, NJ - Hudson (Jersey City), NJ","Bergen, Hudson, Passaic",New Jersey,12/28/2024,1.3
2024-2025,361,"Whiteside, IL - Carroll, IL","Carroll, Whiteside",Illinois,1/4/2025,2.92
2024-2025,362,"Hancock, IN - Henry (New Castle), IN","Hancock, Henry",Indiana,1/4/2025,2.38
2024-2025,363,"Effingham, IL - Fayette, IL","Effingham, Fayette",Illinois,2/15/2025,2.43
2024-2025,364,"Howard (Kokomo), IN - Cass, IN","Cass, Howard, Tipton",Indiana,12/21/2024,1.87
2024-2025,365,"Clark (Jeffersonville), IN - Scott, IN","Clark, Scott",Indiana,12/21/2024,0.58
2024-2025,367,"Hancock, IL",Hancock,Illinois,2/15/2025,2.02
2024-2025,37,"Pulaski, KY - Wayne, KY","McCreary, Pulaski, Wayne",Kentucky,1/25/2025,1.01
